Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;stripWidth;vol;peat;location;crit35a
159;lohja_sphagnum_P2_vol_175;-0.011049849;-0.016574774;-0.017679759;-0.018784744;-0.019337237;-0.019668732;40;175;sphagnum_P2;Lohja;-0.449499042
160;rovaniemi_other_P1_vol_0;-0.111258611;-0.166887917;-0.178013778;-0.18913964;-0.19470257;-0.198040328;40;0;other_P1;Rovaniemi;-0.458401101
161;ylitornio_other_P1_vol_0;-0.304172993;-0.456259489;-0.486676788;-0.517094087;-0.532302737;-0.541427927;40;0;other_P1;Ylitornio;-0.538352508
162;hyrynsalmi_other_P1_vol_0;-0.215080402;-0.322620602;-0.344128643;-0.365636683;-0.376390703;-0.382843115;40;0;other_P1;Hyrynsalmi;-0.433597615
163;siikajoki_other_P1_vol_0;-0.209274524;-0.313911786;-0.334839239;-0.355766691;-0.366230417;-0.372508653;40;0;other_P1;Siikajoki;-0.54617484
164;ilomantsi_other_P1_vol_0;-0.018811988;-0.028217982;-0.030099181;-0.03198038;-0.032920979;-0.033485339;40;0;other_P1;Ilomantsi;-0.735849703
165;viitasaari_other_P1_vol_0;-0.219526228;-0.329289341;-0.351241964;-0.373194587;-0.384170898;-0.390756685;40;0;other_P1;Viitasaari;-0.549425518
166;laihia_other_P1_vol_0;-0.13978462;-0.20967693;-0.223655392;-0.237633854;-0.244623085;-0.248816624;40;0;other_P1;Laihia;-0.717380778
167;kankaanpaa_other_P1_vol_0;-0.319191096;-0.478786643;-0.510705753;-0.542624863;-0.558584417;-0.56816015;40;0;other_P1;Kankaanpaa;-0.76257037
168;juva_other_P1_vol_0;-0.355392892;-0.533089338;-0.568628628;-0.604167917;-0.621937561;-0.632599348;40;0;other_P1;Juva;-0.503222579
169;lohja_other_P1_vol_0;-0.47770872;-0.71656308;-0.764333952;-0.812104824;-0.83599026;-0.850321522;40;0;other_P1;Lohja;-0.594745231
170;rovaniemi_other_P2_vol_0;-0.355553964;-0.533330946;-0.568886342;-0.604441739;-0.622219437;-0.632886056;40;0;other_P2;Rovaniemi;-0.67203008
171;ylitornio_other_P2_vol_0;-0.256614095;-0.384921143;-0.410582553;-0.436243962;-0.449074667;-0.45677309;40;0;other_P2;Ylitornio;-0.598094807
172;hyrynsalmi_other_P2_vol_0;-0.147802601;-0.221703902;-0.236484162;-0.251264422;-0.258654552;-0.26308863;40;0;other_P2;Hyrynsalmi;-0.554312434
173;siikajoki_other_P2_vol_0;-0.361454593;-0.54218189;-0.578327349;-0.614472808;-0.632545538;-0.643389176;40;0;other_P2;Siikajoki;-0.458066269
174;ilomantsi_other_P2_vol_0;-0.227906699;-0.341860049;-0.364650719;-0.387441389;-0.398836724;-0.405673925;40;0;other_P2;Ilomantsi;-0.578212539
175;viitasaari_other_P2_vol_0;-0.374753426;-0.562130139;-0.599605481;-0.637080824;-0.655818495;-0.667061098;40;0;other_P2;Viitasaari;-0.409055927
176;laihia_other_P2_vol_0;-0.330284565;-0.495426847;-0.528455303;-0.56148376;-0.577997988;-0.587906525;40;0;other_P2;Laihia;-0.499989748
177;kankaanpaa_other_P2_vol_0;-0.082225604;-0.123338405;-0.131560966;-0.139783526;-0.143894806;-0.146361574;40;0;other_P2;Kankaanpaa;-0.522506725
178;juva_other_P2_vol_0;-0.267370026;-0.40105504;-0.427792042;-0.454529045;-0.467897546;-0.475918647;40;0;other_P2;Juva;-0.383052951
179;lohja_other_P2_vol_0;-0.306602402;-0.459903603;-0.490563843;-0.521224083;-0.536554203;-0.545752275;40;0;other_P2;Lohja;-0.679997853
180;rovaniemi_sphagnum_P1_vol_0;-0.306170978;-0.459256466;-0.489873564;-0.520490662;-0.535799211;-0.54498434;40;0;sphagnum_P1;Rovaniemi;-0.351624257
181;ylitornio_sphagnum_P1_vol_0;-0.42504024;-0.63756036;-0.680064384;-0.722568408;-0.74382042;-0.756571627;40;0;sphagnum_P1;Ylitornio;-0.364252131
182;hyrynsalmi_sphagnum_P1_vol_0;-0.489599084;-0.734398626;-0.783358535;-0.832318443;-0.856798397;-0.87148637;40;0;sphagnum_P1;Hyrynsalmi;-0.512503274
183;siikajoki_sphagnum_P1_vol_0;-0.155753081;-0.233629622;-0.24920493;-0.264780238;-0.272567892;-0.277240485;40;0;sphagnum_P1;Siikajoki;-0.541281604
184;ilomantsi_sphagnum_P1_vol_0;-0.359646358;-0.539469537;-0.575434173;-0.611398809;-0.629381127;-0.640170518;40;0;sphagnum_P1;Ilomantsi;-0.37346906
185;viitasaari_sphagnum_P1_vol_0;-0.476263831;-0.714395746;-0.76202213;-0.809648513;-0.833461704;-0.847749619;40;0;sphagnum_P1;Viitasaari;-0.718010583
186;laihia_sphagnum_P1_vol_0;-0.18816474;-0.28224711;-0.301063584;-0.319880058;-0.329288295;-0.334933237;40;0;sphagnum_P1;Laihia;-0.79232157
187;kankaanpaa_sphagnum_P1_vol_0;-0.119259098;-0.178888647;-0.190814557;-0.202740467;-0.208703422;-0.212281195;40;0;sphagnum_P1;Kankaanpaa;-0.328512391
188;juva_sphagnum_P1_vol_0;-0.405932982;-0.608899473;-0.649492772;-0.69008607;-0.710382719;-0.722560708;40;0;sphagnum_P1;Juva;-0.6540776
189;lohja_sphagnum_P1_vol_0;-0.287273553;-0.430910329;-0.459637684;-0.488365039;-0.502728717;-0.511346924;40;0;sphagnum_P1;Lohja;-0.3932155
190;rovaniemi_sphagnum_P2_vol_0;-0.466690687;-0.700036031;-0.746705099;-0.793374168;-0.816708702;-0.830709423;40;0;sphagnum_P2;Rovaniemi;-0.769743773
191;ylitornio_sphagnum_P2_vol_0;-0.251323466;-0.376985198;-0.402117545;-0.427249891;-0.439816065;-0.447355769;40;0;sphagnum_P2;Ylitornio;-0.491964427
192;hyrynsalmi_sphagnum_P2_vol_0;-0.33613423;-0.504201345;-0.537814768;-0.571428191;-0.588234903;-0.59831893;40;0;sphagnum_P2;Hyrynsalmi;-0.739978563
193;siikajoki_sphagnum_P2_vol_0;-0.042723581;-0.064085371;-0.068357729;-0.072630088;-0.074766267;-0.076047974;40;0;sphagnum_P2;Siikajoki;-0.702148283
194;ilomantsi_sphagnum_P2_vol_0;-0.331949295;-0.497923943;-0.531118872;-0.564313802;-0.580911267;-0.590869746;40;0;sphagnum_P2;Ilomantsi;-0.530643398
195;viitasaari_sphagnum_P2_vol_0;-0.27200676;-0.408010139;-0.435210815;-0.462411491;-0.476011829;-0.484172032;40;0;sphagnum_P2;Viitasaari;-0.593904546
196;laihia_sphagnum_P2_vol_0;-0.397600105;-0.596400158;-0.636160168;-0.675920179;-0.695800184;-0.707728187;40;0;sphagnum_P2;Laihia;-0.436494179
197;kankaanpaa_sphagnum_P2_vol_0;-0.323163365;-0.484745047;-0.517061383;-0.54937772;-0.565535888;-0.575230789;40;0;sphagnum_P2;Kankaanpaa;-0.793298708
198;juva_sphagnum_P2_vol_0;-0.29471032;-0.442065479;-0.471536511;-0.501007543;-0.515743059;-0.524584369;40;0;sphagnum_P2;Juva;-0.406260416
199;lohja_sphagnum_P2_vol_0;-0.398652916;-0.597979374;-0.637844665;-0.677709957;-0.697642602;-0.70960219;40;0;sphagnum_P2;Lohja;-0.498041294
200;rovaniemi_other_P1_vol_45_sarka_30;-0.435934784;-0.653902176;-0.697495654;-0.741089132;-0.762885871;-0.775963915;30;45;other_P1;Rovaniemi;-0.783337273
201;rovaniemi_other_P1_vol_90_sarka_30;-0.209633396;-0.314450094;-0.335413433;-0.356376773;-0.366858442;-0.373147444;30;90;other_P1;Rovaniemi;-0.636590575
202;rovaniemi_other_P1_vol_130_sarka_30;-0.454667241;-0.682000861;-0.727467585;-0.772934309;-0.795667671;-0.809307688;30;130;other_P1;Rovaniemi;-0.401881067
203;rovaniemi_other_P1_vol_175_sarka_30;-0.247125514;-0.37068827;-0.395400822;-0.420113373;-0.432469649;-0.439883414;30;175;other_P1;Rovaniemi;-0.678865026
204;lohja_other_P1_vol_45_sarka_30;-0.084843055;-0.127264583;-0.135748889;-0.144233194;-0.148475347;-0.151020639;30;45;other_P1;Lohja;-0.795525133
205;lohja_other_P1_vol_90_sarka_30;-0.454768335;-0.682152502;-0.727629336;-0.773106169;-0.795844586;-0.809487636;30;90;other_P1;Lohja;-0.730387179
206;lohja_other_P1_vol_130_sarka_30;-0.007189693;-0.01078454;-0.011503509;-0.012222479;-0.012581963;-0.012797654;30;130;other_P1;Lohja;-0.436184786
207;lohja_other_P1_vol_175_sarka_30;-0.41681609;-0.625224136;-0.666905745;-0.708587354;-0.729428158;-0.741932641;30;175;other_P1;Lohja;-0.312986041
208;rovaniemi_other_P2_vol_45_sarka_30;-0.46588292;-0.69882438;-0.745412672;-0.792000964;-0.81529511;-0.829271597;30;45;other_P2;Rovaniemi;-0.603106687
209;rovaniemi_other_P2_vol_90_sarka_30;-0.205080758;-0.307621136;-0.328129212;-0.348637288;-0.358891326;-0.365043748;30;90;other_P2;Rovaniemi;-0.627214985
210;rovaniemi_other_P2_vol_130_sarka_30;-0.167651354;-0.251477031;-0.268242167;-0.285007302;-0.29338987;-0.29841941;30;130;other_P2;Rovaniemi;-0.429750165
211;rovaniemi_other_P2_vol_175_sarka_30;-0.266108341;-0.399162511;-0.425773345;-0.452384179;-0.465689596;-0.473672846;30;175;other_P2;Rovaniemi;-0.570388482
212;lohja_other_P2_vol_45_sarka_30;-0.241327444;-0.361991165;-0.38612391;-0.410256654;-0.422323026;-0.42956285;30;45;other_P2;Lohja;-0.319645916
213;lohja_other_P2_vol_90_sarka_30;-0.235159934;-0.352739901;-0.376255894;-0.399771888;-0.411529884;-0.418584682;30;90;other_P2;Lohja;-0.429832749
214;lohja_other_P2_vol_130_sarka_30;-0.196044657;-0.294066985;-0.313671451;-0.333275917;-0.34307815;-0.348959489;30;130;other_P2;Lohja;-0.64339825
215;lohja_other_P2_vol_175_sarka_30;-0.160553443;-0.240830165;-0.256885509;-0.272940853;-0.280968525;-0.285785129;30;175;other_P2;Lohja;-0.306916638
216;rovaniemi_other_P1_vol_45_sarka_50;-0.331731164;-0.497596746;-0.530769862;-0.563942979;-0.580529537;-0.590481472;50;45;other_P1;Rovaniemi;-0.673017719
217;rovaniemi_other_P1_vol_90_sarka_50;-0.397741147;-0.59661172;-0.636385835;-0.67615995;-0.696047007;-0.707979241;50;90;other_P1;Rovaniemi;-0.654483267
218;rovaniemi_other_P1_vol_130_sarka_50;-0.176515709;-0.264773563;-0.282425134;-0.300076705;-0.30890249;-0.314197962;50;130;other_P1;Rovaniemi;-0.698159854
219;rovaniemi_other_P1_vol_175_sarka_50;-0.494117525;-0.741176287;-0.79058804;-0.839999792;-0.864705669;-0.879529194;50;175;other_P1;Rovaniemi;-0.667318838
220;lohja_other_P1_vol_45_sarka_50;-0.190216567;-0.285324851;-0.304346507;-0.323368164;-0.332878992;-0.338585489;50;45;other_P1;Lohja;-0.334871948
221;lohja_other_P1_vol_90_sarka_50;-0.36809071;-0.552136065;-0.588945136;-0.625754207;-0.644158742;-0.655201463;50;90;other_P1;Lohja;-0.607770029
222;lohja_other_P1_vol_130_sarka_50;-0.434045819;-0.651068729;-0.694473311;-0.737877893;-0.759580184;-0.772601558;50;130;other_P1;Lohja;-0.757569272
223;lohja_other_P1_vol_175_sarka_50;-0.316348576;-0.474522864;-0.506157721;-0.537792579;-0.553610008;-0.563100465;50;175;other_P1;Lohja;-0.673620635
224;rovaniemi_other_P2_vol_45_sarka_50;-0.144072803;-0.216109204;-0.230516485;-0.244923765;-0.252127405;-0.256449589;50;45;other_P2;Rovaniemi;-0.383377369
225;rovaniemi_other_P2_vol_90_sarka_50;-0.022463334;-0.033695001;-0.035941335;-0.038187668;-0.039310835;-0.039984735;50;90;other_P2;Rovaniemi;-0.755585805
226;rovaniemi_other_P2_vol_130_sarka_50;-0.328367676;-0.492551514;-0.525388281;-0.558225049;-0.574643432;-0.584494463;50;130;other_P2;Rovaniemi;-0.506854241
227;rovaniemi_other_P2_vol_175_sarka_50;-0.150622977;-0.225934465;-0.240996763;-0.25605906;-0.263590209;-0.268108898;50;175;other_P2;Rovaniemi;-0.545457428
228;lohja_other_P2_vol_45_sarka_50;-0.187337574;-0.281006361;-0.299740119;-0.318473876;-0.327840755;-0.333460882;50;45;other_P2;Lohja;-0.460478046
229;lohja_other_P2_vol_90_sarka_50;-0.305610655;-0.458415983;-0.488977049;-0.519538114;-0.534818647;-0.543986967;50;90;other_P2;Lohja;-0.462960223
230;lohja_other_P2_vol_130_sarka_50;-0.467446111;-0.701169167;-0.747913778;-0.794658389;-0.818030695;-0.832054078;50;130;other_P2;Lohja;-0.487955153
231;lohja_other_P2_vol_175_sarka_50;-0.442700121;-0.664050182;-0.708320194;-0.752590206;-0.774725213;-0.788006216;50;175;other_P2;Lohja;-0.6721849
232;rovaniemi_other_P1_vol_0_sarka_30;-0.323077642;-0.484616463;-0.516924228;-0.549231992;-0.565385874;-0.575078203;30;0;other_P1;Rovaniemi;-0.561777985
233;lohja_other_P1_vol_0_sarka_30;-0.352260202;-0.528390303;-0.563616323;-0.598842344;-0.616455354;-0.62702316;30;0;other_P1;Lohja;-0.62094898
234;rovaniemi_other_P2_vol_0_sarka_30;-0.1192811;-0.17892165;-0.19084976;-0.20277787;-0.208741925;-0.212320358;30;0;other_P2;Rovaniemi;-0.45729502
235;lohja_other_P2_vol_0_sarka_30;-0.142088804;-0.213133206;-0.227342086;-0.241550967;-0.248655407;-0.252918071;30;0;other_P2;Lohja;-0.743312333
236;rovaniemi_other_P1_vol_0_sarka_50;-0.390970844;-0.586456266;-0.625553351;-0.664650435;-0.684198977;-0.695928103;50;0;other_P1;Rovaniemi;-0.638895878
237;lohja_other_P1_vol_0_sarka_50;-0.492242628;-0.738363942;-0.787588205;-0.836812468;-0.861424599;-0.876191878;50;0;other_P1;Lohja;-0.533648079
238;rovaniemi_other_P2_vol_0_sarka_50;-0.107305324;-0.160957985;-0.171688518;-0.18241905;-0.187784316;-0.191003476;50;0;other_P2;Rovaniemi;-0.495570952
239;lohja_other_P2_vol_0_sarka_50;-8.30759E-05;-0.000124614;-0.000132921;-0.000141229;-0.000145383;-0.000147875;50;0;other_P2;Lohja;-0.373149669
240;rovaniemi_other_shallow_P1_vol_45_clay;-0.070697834;-0.106046751;-0.113116534;-0.120186318;-0.12372121;-0.125842145;40;45;other_shallow_P1_clay;Rovaniemi;-0.354508115
241;rovaniemi_other_shallow_P1_vol_90_clay;-0.344886547;-0.517329821;-0.551818475;-0.58630713;-0.603551457;-0.613898054;40;90;other_shallow_P1_clay;Rovaniemi;-0.74018988
242;rovaniemi_other_shallow_P1_vol_130_clay;-0.095439531;-0.143159296;-0.152703249;-0.162247202;-0.167019179;-0.169882365;40;130;other_shallow_P1_clay;Rovaniemi;-0.398255541
243;rovaniemi_other_shallow_P1_vol_175_clay;-0.342122725;-0.513184088;-0.547396361;-0.581608633;-0.59871477;-0.608978451;40;175;other_shallow_P1_clay;Rovaniemi;-0.480500534
244;lohja_other_shallow_P1_vol_45_clay;-0.417695698;-0.626543547;-0.668313117;-0.710082687;-0.730967472;-0.743498343;40;45;other_shallow_P1_clay;Lohja;-0.63628184
245;lohja_other_shallow_P1_vol_90_clay;-0.030773742;-0.046160613;-0.049237987;-0.052315362;-0.053854049;-0.054777261;40;90;other_shallow_P1_clay;Lohja;-0.350169509
246;lohja_other_shallow_P1_vol_130_clay;-0.092346819;-0.138520229;-0.147754911;-0.156989593;-0.161606934;-0.164377338;40;130;other_shallow_P1_clay;Lohja;-0.55828927
247;lohja_other_shallow_P1_vol_175_clay;-0.224128053;-0.33619208;-0.358604885;-0.38101769;-0.392224093;-0.398947935;40;175;other_shallow_P1_clay;Lohja;-0.776350796
248;rovaniemi_other_shallow_P1_vol_45_sand;-0.038916275;-0.058374413;-0.06226604;-0.066157668;-0.068103481;-0.06927097;40;45;other_shallow_P1_sand;Rovaniemi;-0.409495926
249;rovaniemi_other_shallow_P1_vol_90_sand;-0.405028013;-0.607542019;-0.648044821;-0.688547622;-0.708799022;-0.720949863;40;90;other_shallow_P1_sand;Rovaniemi;-0.553024119
250;rovaniemi_other_shallow_P1_vol_130_sand;-0.057832311;-0.086748467;-0.092531698;-0.098314929;-0.101206545;-0.102941514;40;130;other_shallow_P1_sand;Rovaniemi;-0.589251024
251;rovaniemi_other_shallow_P1_vol_175_sand;-0.449467004;-0.674200506;-0.719147206;-0.764093907;-0.786567257;-0.800051267;40;175;other_shallow_P1_sand;Rovaniemi;-0.795788614
252;lohja_other_shallow_P1_vol_45_sand;-0.19538002;-0.29307003;-0.312608032;-0.332146034;-0.341915035;-0.347776435;40;45;other_shallow_P1_sand;Lohja;-0.493753966
253;lohja_other_shallow_P1_vol_90_sand;-0.372227557;-0.558341335;-0.595564091;-0.632786846;-0.651398224;-0.662565051;40;90;other_shallow_P1_sand;Lohja;-0.335302318
254;lohja_other_shallow_P1_vol_130_sand;-0.186630876;-0.279946315;-0.298609402;-0.31727249;-0.326604034;-0.33220296;40;130;other_shallow_P1_sand;Lohja;-0.790862105
255;lohja_other_shallow_P1_vol_175_sand;-0.013680372;-0.020520557;-0.021888595;-0.023256632;-0.02394065;-0.024351061;40;175;other_shallow_P1_sand;Lohja;-0.750221488
256;rovaniemi_other_shallow_P1_vol_0_clay;-0.162321262;-0.243481893;-0.259714019;-0.275946145;-0.284062208;-0.288931846;40;0;other_shallow_P1_clay;Rovaniemi;-0.599002617
257;lohja_other_shallow_P1_vol_0_clay;-0.180895211;-0.271342817;-0.289432338;-0.307521859;-0.316566619;-0.321993476;40;0;other_shallow_P1_clay;Lohja;-0.517732176
258;rovaniemi_other_shallow_P1_vol_0_sand;-0.35286806;-0.52930209;-0.564588896;-0.599875702;-0.617519105;-0.628105147;40;0;other_shallow_P1_sand;Rovaniemi;-0.634753544
259;lohja_other_shallow_P1_vol_0_sand;-0.269109821;-0.403664732;-0.430575714;-0.457486696;-0.470942187;-0.479015481;40;0;other_shallow_P1_sand;Lohja;-0.319746627
260;rovaniemi_sphagnum_P1_vol_45_sarka_30;-0.11648741;-0.174731115;-0.186379856;-0.198028597;-0.203852968;-0.20734759;30;45;sphagnum_P1;Rovaniemi;-0.778955998
261;rovaniemi_sphagnum_P1_vol_90_sarka_30;-0.467193912;-0.700790869;-0.74751026;-0.794229651;-0.817589347;-0.831605164;30;90;sphagnum_P1;Rovaniemi;-0.699023529
262;rovaniemi_sphagnum_P1_vol_130_sarka_30;-0.475302559;-0.712953838;-0.760484094;-0.80801435;-0.831779478;-0.846038555;30;130;sphagnum_P1;Rovaniemi;-0.647769423
263;rovaniemi_sphagnum_P1_vol_175_sarka_30;-0.048187728;-0.072281592;-0.077100365;-0.081919137;-0.084328524;-0.085774156;30;175;sphagnum_P1;Rovaniemi;-0.575206274
264;lohja_sphagnum_P1_vol_45_sarka_30;-0.287775713;-0.431663569;-0.46044114;-0.489218712;-0.503607497;-0.512240769;30;45;sphagnum_P1;Lohja;-0.498789474
265;lohja_sphagnum_P1_vol_90_sarka_30;-0.096769004;-0.145153506;-0.154830407;-0.164507307;-0.169345757;-0.172248827;30;90;sphagnum_P1;Lohja;-0.496120621
266;lohja_sphagnum_P1_vol_130_sarka_30;-0.434392414;-0.651588621;-0.695027862;-0.738467104;-0.760186725;-0.773218497;30;130;sphagnum_P1;Lohja;-0.565284469
267;lohja_sphagnum_P1_vol_175_sarka_30;-0.134032274;-0.201048411;-0.214451638;-0.227854865;-0.234556479;-0.238577447;30;175;sphagnum_P1;Lohja;-0.320862311
268;rovaniemi_sphagnum_P2_vol_45_sarka_30;-0.172415508;-0.258623261;-0.275864812;-0.293106363;-0.301727138;-0.306899604;30;45;sphagnum_P2;Rovaniemi;-0.768967243
269;rovaniemi_sphagnum_P2_vol_90_sarka_30;-0.488973043;-0.733459565;-0.782356869;-0.831254174;-0.855702826;-0.870372017;30;90;sphagnum_P2;Rovaniemi;-0.372521192
270;rovaniemi_sphagnum_P2_vol_130_sarka_30;-0.439139499;-0.658709248;-0.702623198;-0.746537148;-0.768494123;-0.781668308;30;130;sphagnum_P2;Rovaniemi;-0.518147017
271;rovaniemi_sphagnum_P2_vol_175_sarka_30;-0.051419371;-0.077129056;-0.082270993;-0.08741293;-0.089983899;-0.09152648;30;175;sphagnum_P2;Rovaniemi;-0.372120923
272;lohja_sphagnum_P2_vol_45_sarka_30;-0.459721388;-0.689582082;-0.735554221;-0.781526359;-0.804512429;-0.81830407;30;45;sphagnum_P2;Lohja;-0.558471831
273;lohja_sphagnum_P2_vol_90_sarka_30;-0.043280594;-0.064920891;-0.069248951;-0.07357701;-0.07574104;-0.077039458;30;90;sphagnum_P2;Lohja;-0.556294567
274;lohja_sphagnum_P2_vol_130_sarka_30;-0.345262554;-0.51789383;-0.552420086;-0.586946341;-0.604209469;-0.614567346;30;130;sphagnum_P2;Lohja;-0.598461035
275;lohja_sphagnum_P2_vol_175_sarka_30;-0.440517098;-0.660775647;-0.704827357;-0.748879067;-0.770904922;-0.784120435;30;175;sphagnum_P2;Lohja;-0.316018388
276;rovaniemi_sphagnum_P1_vol_45_sarka_50;-0.405851539;-0.608777308;-0.649362462;-0.689947616;-0.710240193;-0.722415739;50;45;sphagnum_P1;Rovaniemi;-0.504054776
277;rovaniemi_sphagnum_P1_vol_90_sarka_50;-0.257259463;-0.385889194;-0.41161514;-0.437341087;-0.45020406;-0.457921844;50;90;sphagnum_P1;Rovaniemi;-0.555249237
278;rovaniemi_sphagnum_P1_vol_130_sarka_50;-0.422286941;-0.633430411;-0.675659105;-0.717887799;-0.739002146;-0.751670754;50;130;sphagnum_P1;Rovaniemi;-0.635444212
279;rovaniemi_sphagnum_P1_vol_175_sarka_50;-0.245502551;-0.368253826;-0.392804081;-0.417354336;-0.429629464;-0.43699454;50;175;sphagnum_P1;Rovaniemi;-0.327776838
280;lohja_sphagnum_P1_vol_45_sarka_50;-0.069943451;-0.104915177;-0.111909522;-0.118903867;-0.12240104;-0.124499344;50;45;sphagnum_P1;Lohja;-0.359964091
281;lohja_sphagnum_P1_vol_90_sarka_50;-0.276254546;-0.414381819;-0.442007274;-0.469632728;-0.483445455;-0.491733092;50;90;sphagnum_P1;Lohja;-0.561124462
282;lohja_sphagnum_P1_vol_130_sarka_50;-0.415160614;-0.622740921;-0.664256983;-0.705773044;-0.726531075;-0.738985893;50;130;sphagnum_P1;Lohja;-0.574557606
283;lohja_sphagnum_P1_vol_175_sarka_50;-0.246715327;-0.370072991;-0.394744523;-0.419416056;-0.431751823;-0.439153282;50;175;sphagnum_P1;Lohja;-0.554921546
284;rovaniemi_sphagnum_P2_vol_45_sarka_50;-0.430140664;-0.645210995;-0.688225062;-0.731239128;-0.752746161;-0.765650381;50;45;sphagnum_P2;Rovaniemi;-0.531448132
285;rovaniemi_sphagnum_P2_vol_90_sarka_50;-0.217582066;-0.326373099;-0.348131306;-0.369889513;-0.380768616;-0.387296078;50;90;sphagnum_P2;Rovaniemi;-0.708505509
286;rovaniemi_sphagnum_P2_vol_130_sarka_50;-0.433153053;-0.649729579;-0.693044884;-0.73636019;-0.758017842;-0.771012434;50;130;sphagnum_P2;Rovaniemi;-0.633974943
287;rovaniemi_sphagnum_P2_vol_175_sarka_50;-0.160105162;-0.240157743;-0.256168259;-0.272178775;-0.280184033;-0.284987188;50;175;sphagnum_P2;Rovaniemi;-0.543501632
288;lohja_sphagnum_P2_vol_45_sarka_50;-0.033916456;-0.050874685;-0.05426633;-0.057657976;-0.059353799;-0.060371292;50;45;sphagnum_P2;Lohja;-0.524483845
289;lohja_sphagnum_P2_vol_90_sarka_50;-0.316445466;-0.474668199;-0.506312746;-0.537957293;-0.553779566;-0.56327293;50;90;sphagnum_P2;Lohja;-0.722816201
290;lohja_sphagnum_P2_vol_130_sarka_50;-0.267419003;-0.401128505;-0.427870405;-0.454612306;-0.467983256;-0.476005826;50;130;sphagnum_P2;Lohja;-0.587329063
291;lohja_sphagnum_P2_vol_175_sarka_50;-0.434273216;-0.651409824;-0.694837146;-0.738264468;-0.759978128;-0.773006325;50;175;sphagnum_P2;Lohja;-0.605660901
292;rovaniemi_sphagnum_P1_vol_0_sarka_30;-0.279994453;-0.41999168;-0.447991125;-0.47599057;-0.489990293;-0.498390127;30;0;sphagnum_P1;Rovaniemi;-0.336541717
293;lohja_sphagnum_P1_vol_0_sarka_30;-0.493492143;-0.740238215;-0.789587429;-0.838936643;-0.86361125;-0.878416015;30;0;sphagnum_P1;Lohja;-0.432635753
294;rovaniemi_sphagnum_P2_vol_0_sarka_30;-0.08712966;-0.13069449;-0.139407457;-0.148120423;-0.152476906;-0.155090795;30;0;sphagnum_P2;Rovaniemi;-0.327434573
295;lohja_sphagnum_P2_vol_0_sarka_30;-0.350449126;-0.525673689;-0.560718602;-0.595763514;-0.613285971;-0.623799444;30;0;sphagnum_P2;Lohja;-0.478093148
296;rovaniemi_sphagnum_P1_vol_0_sarka_50;-0.424770205;-0.637155308;-0.679632328;-0.722109349;-0.743347859;-0.756090965;50;0;sphagnum_P1;Rovaniemi;-0.377309487
297;lohja_sphagnum_P1_vol_0_sarka_50;-0.240546579;-0.360819869;-0.384874527;-0.408929185;-0.420956514;-0.428172911;50;0;sphagnum_P1;Lohja;-0.320141644
298;rovaniemi_sphagnum_P2_vol_0_sarka_50;-0.071652026;-0.107478039;-0.114643242;-0.121808444;-0.125391045;-0.127540606;50;0;sphagnum_P2;Rovaniemi;-0.692229004
299;lohja_sphagnum_P2_vol_0_sarka_50;-0.374114593;-0.56117189;-0.598583349;-0.635994809;-0.654700538;-0.665923976;50;0;sphagnum_P2;Lohja;-0.69788916
300;rovaniemi_other_shallow_P1_vol_45_clay_sarka_30;-0.17838811;-0.267582165;-0.285420976;-0.303259787;-0.312179192;-0.317530836;30;45;other_shallow_P1_clay;Rovaniemi;-0.608085791
301;rovaniemi_other_shallow_P1_vol_90_clay_sarka_30;-0.074758378;-0.112137567;-0.119613404;-0.127089242;-0.130827161;-0.133069912;30;90;other_shallow_P1_clay;Rovaniemi;-0.756044134
302;rovaniemi_other_shallow_P1_vol_130_clay_sarka_30;-0.250067654;-0.375101481;-0.400108246;-0.425115011;-0.437618394;-0.445120424;30;130;other_shallow_P1_clay;Rovaniemi;-0.423832705
303;rovaniemi_other_shallow_P1_vol_175_clay_sarka_30;-0.257891495;-0.386837243;-0.412626392;-0.438415542;-0.451310116;-0.459046861;30;175;other_shallow_P1_clay;Rovaniemi;-0.360364073
304;lohja_other_shallow_P1_vol_45_clay_sarka_30;-0.294364446;-0.441546668;-0.470983113;-0.500419558;-0.51513778;-0.523968713;30;45;other_shallow_P1_clay;Lohja;-0.40238168
305;lohja_other_shallow_P1_vol_90_clay_sarka_30;-0.268110759;-0.402166138;-0.428977214;-0.45578829;-0.469193828;-0.477237151;30;90;other_shallow_P1_clay;Lohja;-0.343751831
306;lohja_other_shallow_P1_vol_130_clay_sarka_30;-0.258342422;-0.387513632;-0.413347875;-0.439182117;-0.452099238;-0.45984951;30;130;other_shallow_P1_clay;Lohja;-0.451727857
307;lohja_other_shallow_P1_vol_175_clay_sarka_30;-0.404077753;-0.606116629;-0.646524405;-0.68693218;-0.707136067;-0.7192584;30;175;other_shallow_P1_clay;Lohja;-0.651955539
308;rovaniemi_other_shallow_P1_vol_45_sand_sarka_30;-0.410521231;-0.615781846;-0.656833969;-0.697886092;-0.718412154;-0.73072779;30;45;other_shallow_P1_sand;Rovaniemi;-0.394189595
309;rovaniemi_other_shallow_P1_vol_90_sand_sarka_30;-0.184162086;-0.27624313;-0.294659338;-0.313075547;-0.322283651;-0.327808514;30;90;other_shallow_P1_sand;Rovaniemi;-0.437671511
